index,query_text
553,"(paper) AND (""investigated the effect of the relative position"") AND (""most pertinent retrieved code snippets"") AND (""repository-level code completion performance"")"
554,"(paper) AND (""the first to prove finetuned LLM can be a reliable judge"")"
555,"(paper) AND (""mitigates language model sampling errors"") AND (""softmax bottleneck"")"
556,"(paper) AND (""mitigates the vocabulary size limitation"") AND (""pretraining multilingual masked language models"") AND (""contrastive loss"")"
557,"(paper) AND (""proposes breaking down programming problems"") AND (""predicting the objects"")"
558,"(paper) AND (""showed first that one can build a fully differentiable mixture of experts layer"") AND (""no increase in time complexity"")"
559,"(paper) AND (""shows that RLAIF can fully replace RLHF"") AND (""align language models from scratch"")"
560,"(research) AND (""first proposed a new kind of cascaded diffusion"") AND (""Markov process"")"
561,"(work) AND (""first uses LLM to code robotic simulation tasks"") AND (""show sim-to-real benefits"") AND (""policy pre-training in simulation"")"
562,"(work) AND (""proposes a model to learn a latent regular cell complex from data"")"
563,"(work) AND (""proposes to combine video foundation models with vision language models"") AND (""effective high dimensional robot planning"")"
564,"(backdoor paper) AND (""first used the CLIP"") AND (""suppress benign features"") AND (""enhance poisoning features"") AND (""design triggers"")"
565,"(foundation model paper) AND (""first proposed a time series model"") AND (""proposed financial time series and text data"")"
566,"(""one of the first papers"") AND (""highlight and resolve the distribution shift"") AND (""RLHF"")"
567,"(machine learning paper) AND (""proposed certified robustness"") AND (""malware detection domain"")"
568,"(""multimodal large language model"") AND (""represents visual data as the discrete tokens like text"") AND (""training with the unified next-token prediction objective"")"
569,"(neural theorem proving paper) AND (""first attempted to prove theorems"") AND (""block-by-block manner"")"
570,"(paper) AND (""considers both weights and activations"") AND (""pruning large language models"")"
571,"(paper) AND (""quantitative results demonstrating"") AND (""taking VQ tokens as inputs is inferior to pixel images"") AND (""dense recognition tasks"")"
572,"(paper) AND (""examined the scalability of instruction-tuning"") AND (""Mixture of Expert models"")"
573,"(paper) AND (""first applied the chain of thought concepts"") AND (""3D localization problem"")"
574,"(paper) AND (""first derived online occupany estimation technique"") AND (""sqrt(T) bound"") AND (""reinforcement learning"") AND (""adversarial linear MDP"")"
575,"(paper) AND (""first found that REINFORCE works better than actor critic algorithms like PPO"") AND (""RL finetuning"") AND (""pretrained chemistry language models"")"
576,"(paper) AND (""first found that when transformers are trained to in-context learn function classes"") AND (""might exhibit generalization followed by memorization"")"
577,"(paper) AND (""first investigates the knowledge preferences of LLMs"") AND (""conflicts between the context and the parametric memory"")"
578,"(paper) AND (""first proposes a unified framework"") AND (""black-box and white-box detection of AI-written text"") AND (""explanations"")"
579,"(paper) AND (""first proved that wide-enough transformer architectures trained with gradient methods on enough data"") AND (""learn to solve relational reasoning tasks"")"
580,"(paper) AND (""first showed that task-specific knowledge embedded in parameters can be extracted from one LLM"") AND (""transferred to another via parameter-efficient fine-tuning"")"
581,"(paper) AND (""first studied differential privacy"") AND (""in-context learning"") AND (""prevent prompt leakage attacks"")"
582,"(paper) AND (""first study POMDP"") AND (""enhanced feedback on observations"")"
583,"(paper) AND (""first tried to fine-tune LLMs"") AND (""chain-of-thoughts and program-of-thoughts"") AND (""math reasoning"")"
584,"(paper) AND (""first used language models to emulate tool executions"") AND (""studying the risks of language model agents"")"
585,"(paper) AND (""formally defines the problem of model selection"") AND (""llm agent"") AND (""multi-modal reasoning"")"
586,"(paper) AND (""found that using common character encodings and ciphers"") AND (""can bypass the safety guardrails of large models"")"
587,"(paper) AND (""human motion generation"") AND (""control the spatial location of any joints"") AND (""dense or sparse 3D points"")"
588,"(paper) AND (""the first to model the helpfulness and harmlessness alignment of LLMs"") AND (""Constrained MDP problem"")"
589,"(paper) AND (""proposes an alignment framework"") AND (""steers language models to preferences of individual groups"") AND (""few-shot manner"") AND (""augmenting the LLM with a transformer module"")"
590,"(paper) AND (""proposes to integrate black-box LLMs"") AND (""pool of smaller but specialized language models"")"
591,"(paper) AND (""studies how difficult is a policy learning problem under non-additive rewards"") AND (""theoretical lower bounds"") AND (""potential strategy to solve it empirically"")"
592,"(paper) AND (""trains on linear regression"") AND (""hypothesize how fine-tuning affects language models"")"
593,"(paper) AND (""uses the latent diffusion model for the first time"") AND (""offline reinforcement learning problems"") AND (""sequential modeling framework"")"
594,"(paper) AND (""utilized MMD flows with Riesz kernels"") AND (""solve Bayesian inverse problems"")"
595,"(paper) AND (""generalization bounds"") AND (""self supervised learning models"" AND CLIP)"
596,"(paper) AND (""systematically examed the input mismatch"") AND (""training and sampling"") AND (""diffusion models"")"
